order_id,customer,category,order_value,is_cod,past_orders,hist_return_rate,days_since_signup,prior_disputes,device_ip_mismatch,night_order,coupon_used,delivery_pincode_risk,returned
ORD-12895,Qadim Sarna,Home & Kitchen,6584.91,0,15,0.152,147,0,0,1,1,0.373,0
ORD-12896,Upadhriti Thakkar,Mobiles,3618.47,1,18,0.054,164,0,0,0,1,0.549,1
ORD-12897,Anya Sangha,Fashion,1393.03,1,8,0.297,25,0,0,0,0,0.297,0
ORD-12898,Dalaja Chahal,Mobiles,9190.07,1,7,0.146,187,1,0,1,0,0.186,1
ORD-12899,Niharika Munshi,Fashion,2134.64,1,18,0.246,717,1,0,0,1,0.306,1
ORD-12900,Fariq Bose,Mobiles,9911.44,0,16,0.323,182,0,0,0,0,0.463,0
ORD-12901,Girik Gandhi,Fashion,15146.81,0,9,0.317,88,0,0,0,0,0.342,0
ORD-12902,Frado Mangal,Fashion,3295.31,0,15,0.108,474,0,0,0,0,0.306,0
ORD-12903,Advaith Samra,Beauty,1855.08,0,3,0.255,401,0,0,0,0,0.496,1
ORD-12904,Varsha Tank,Fashion,1840.8,0,9,0.337,408,0,0,0,0,0.323,0
ORD-12905,Nidra Atwal,Fitness,3159.49,0,19,0.144,13,0,1,0,1,0.269,1
ORD-12906,Abhimanyu Sandal,Fashion,2820.88,1,10,0.476,332,1,0,0,0,0.324,0
ORD-12907,Yash Wable,Mobiles,9430.93,0,12,0.541,233,0,0,1,0,0.276,1
ORD-12908,Saumya Ganguly,Home & Kitchen,9797.63,1,20,0.408,337,0,0,0,0,0.346,0
ORD-12909,Parth Borde,Electronics,6594.94,0,21,0.228,413,0,0,0,0,0.259,1
ORD-12910,Kiaan Varkey,Fashion,2381.6,0,6,0.688,329,0,0,0,0,0.438,0
ORD-12911,Charan Sami,Fashion,11465.47,0,9,0.24,42,1,0,0,0,0.201,1
ORD-12912,Ladli Garde,Mobiles,2356.94,0,9,0.373,266,0,0,0,0,0.403,1
ORD-12913,Isaiah Nigam,Home & Kitchen,4970.69,1,16,0.155,362,0,0,0,0,0.342,1
ORD-12914,Jacob Mannan,Mobiles,14604.64,0,14,0.239,188,0,1,0,0,0.215,1
ORD-12915,Vasudha Memon,Mobiles,2706.51,0,3,0.485,138,1,0,1,1,0.535,1
ORD-12916,Tanay Agate,Fitness,5959.86,1,23,0.244,80,0,0,0,1,0.134,1
ORD-12917,Teerth Mody,Mobiles,3829.12,1,16,0.391,896,0,0,0,0,0.673,0
ORD-12918,Ubika Sura,Fashion,7208.84,0,2,0.236,469,0,0,0,1,0.196,0
ORD-12919,Ishani Ahuja,Home & Kitchen,18381.23,1,11,0.217,192,0,0,0,1,0.839,1
ORD-12920,Falguni Misra,Beauty,3167.99,0,9,0.253,52,1,0,0,0,0.236,0
ORD-12921,Hredhaan Ahluwalia,Home & Kitchen,4077.97,1,4,0.252,324,0,0,0,0,0.177,1
ORD-12922,Quincy Ratti,Mobiles,12042.97,0,3,0.657,612,0,1,0,0,0.249,1
ORD-12923,Aditya Chaudhuri,Beauty,13456.9,0,6,0.343,148,0,1,0,0,0.382,0
ORD-12924,Vyanjana Hora,Home & Kitchen,10346.76,1,14,0.205,32,0,1,0,0,0.148,1
ORD-12925,Yoshita Dube,Electronics,9204.98,1,11,0.221,538,0,0,0,0,0.348,1
ORD-12926,Jatin Sura,Electronics,3063.05,1,8,0.15,13,0,0,0,1,0.348,0
ORD-12927,Nachiket Krishna,Beauty,2482.45,0,29,0.125,1183,0,0,1,0,0.105,0
ORD-12928,Upma Rana,Electronics,9715.26,1,10,0.234,59,0,0,0,1,0.662,0
ORD-12929,Chandani Patla,Electronics,10623.01,0,19,0.381,23,0,0,0,0,0.338,0
ORD-12930,Qabil Yadav,Beauty,6578.08,1,12,0.363,374,0,0,0,0,0.236,0
ORD-12931,Ikbal Sarna,Home & Kitchen,7154.79,1,7,0.335,9,1,0,0,0,0.16,0
ORD-12932,Neel Dey,Fashion,4982.53,0,1,0.347,64,1,0,0,0,0.131,1
ORD-12933,Radha Ahluwalia,Fashion,7292.54,0,3,0.083,262,0,0,0,0,0.352,0
ORD-12934,Rushil Choudhry,Electronics,1527.22,1,33,0.354,667,0,0,0,0,0.114,1
ORD-12935,Bhavani Baria,Electronics,4017.44,1,18,0.627,71,3,0,1,1,0.306,1
ORD-12936,Megha Sama,Beauty,3674.75,1,9,0.433,20,0,0,0,0,0.28,1
ORD-12937,Azad Dyal,Electronics,4781.07,0,7,0.275,19,0,0,1,0,0.353,0
ORD-12938,Varenya Lata,Mobiles,5181.89,1,10,0.286,937,0,0,0,0,0.353,1
ORD-12939,Oviya Suresh,Electronics,3581.49,0,12,0.411,170,0,0,0,0,0.153,0
ORD-12940,Joshua Nair,Fashion,1664.75,0,4,0.215,143,0,0,0,0,0.583,0
ORD-12941,Yachana Ramachandran,Electronics,4278.34,1,5,0.389,345,1,0,0,0,0.332,1
ORD-12942,Imaran Chokshi,Mobiles,6876.81,0,22,0.121,95,0,0,0,0,0.476,0
ORD-12943,Jonathan Dugal,Mobiles,8389.72,1,5,0.501,27,4,0,0,0,0.532,1
ORD-12944,Xiti Arya,Home & Kitchen,3151.74,0,12,0.193,336,0,0,0,0,0.356,0
ORD-12945,Charles Oommen,Fashion,3814.33,0,2,0.517,152,0,0,0,1,0.413,1
ORD-12946,Abhiram Saraf,Mobiles,3152.43,1,22,0.463,143,0,0,0,0,0.251,0
ORD-12947,Bimala Manda,Electronics,4524.72,0,24,0.163,497,1,0,0,0,0.175,0
ORD-12948,Fitan Sanghvi,Electronics,3705.83,1,11,0.246,196,1,0,0,0,0.182,0
ORD-12949,Michael Vaidya,Beauty,2997.64,0,16,0.173,61,0,0,1,0,0.309,1
ORD-12950,Zaid Mand,Fashion,4556.7,0,3,0.14,304,0,0,0,0,0.247,0
ORD-12951,Adya Kota,Mobiles,5850.76,0,17,0.118,359,0,0,1,0,0.166,0
ORD-12952,Rushil Som,Electronics,20043.3,1,8,0.269,105,0,0,0,0,0.182,1
ORD-12953,Yadavi Golla,Fashion,6348.52,0,11,0.183,63,0,0,1,0,0.198,0
ORD-12954,Manthan Karnik,Fashion,6443.78,1,17,0.289,161,0,1,0,1,0.2,1
ORD-12955,Kevin Rattan,Home & Kitchen,5841.6,1,19,0.226,222,0,0,0,0,0.098,1
ORD-12956,Anusha Handa,Fitness,4653.33,1,10,0.065,90,0,0,0,0,0.394,1
ORD-12957,Pooja Badami,Electronics,1627.04,0,14,0.129,121,0,0,1,0,0.148,1
ORD-12958,Gavin Behl,Fashion,16350.92,0,8,0.53,151,1,0,0,0,0.448,0
ORD-12959,Nikita Vohra,Fashion,3920.91,0,7,0.288,103,0,0,0,0,0.354,0
ORD-12960,Vihaan Kapadia,Electronics,2488.74,1,11,0.31,492,1,0,0,1,0.842,1
ORD-12961,Pooja Srinivas,Beauty,6337.46,1,8,0.138,478,0,0,0,1,0.15,0
ORD-12962,Yashvi Sane,Home & Kitchen,2444.57,0,16,0.252,286,0,0,0,0,0.212,0
ORD-12963,Daksha Choudhary,Mobiles,4654.28,0,24,0.162,410,0,0,0,0,0.25,0
ORD-12964,Januja Mand,Fashion,3036.97,1,7,0.011,92,0,0,0,0,0.246,0
ORD-12965,Omya Koshy,Mobiles,1749.41,0,16,0.285,305,1,0,0,1,0.416,1
ORD-12966,Champak Gopal,Electronics,2086.98,1,8,0.298,121,0,1,0,0,0.383,1
ORD-12967,Aadi Ben,Fashion,1527.81,0,16,0.359,422,0,0,0,0,0.194,0
ORD-12968,Simon Mangal,Home & Kitchen,11314.31,1,33,0.369,31,1,0,0,0,0.301,1
ORD-12969,Ati Chaudhuri,Home & Kitchen,4241.99,1,8,0.292,153,0,0,0,0,0.411,0
ORD-12970,Qasim Krishnan,Mobiles,1948.72,1,4,0.421,113,0,0,0,0,0.227,0
ORD-12971,Januja Natt,Electronics,3657.92,0,16,0.245,313,1,1,0,0,0.32,0
ORD-12972,Isaac Chatterjee,Fitness,10349.47,1,7,0.093,6,0,0,0,0,0.236,0
ORD-12973,Kalpit Narula,Mobiles,1567.45,1,13,0.573,68,0,1,0,0,0.342,1
ORD-12974,Janaki Wadhwa,Home & Kitchen,4522.8,1,8,0.203,52,1,0,0,0,0.129,0
ORD-12975,Wazir Majumdar,Electronics,8722.08,1,38,0.192,239,0,0,0,0,0.155,1
ORD-12976,Leena Chahal,Fashion,6821.98,0,26,0.291,77,0,0,0,0,0.385,0
ORD-12977,Kalpit Dara,Fitness,1938.97,1,9,0.484,245,2,0,0,0,0.366,1
ORD-12978,Rayaan Hans,Fashion,7719.07,1,16,0.238,510,0,0,0,0,0.492,0
ORD-12979,Hardik Borde,Beauty,6507.16,1,5,0.162,12,0,0,1,0,0.091,0
ORD-12980,Charvi Som,Fashion,3784.7,0,12,0.543,452,2,0,0,1,0.575,1
ORD-12981,Mitesh Bassi,Mobiles,6541.93,1,9,0.406,422,0,0,0,0,0.133,0
ORD-12982,Rehaan Sahota,Fashion,8101.97,0,20,0.336,99,0,0,0,0,0.555,1
ORD-12983,Idika Pau,Electronics,4266.36,1,16,0.181,18,0,0,0,0,0.33,0
ORD-12984,Jacob Sarin,Mobiles,4321.65,0,18,0.437,184,0,0,0,0,0.134,0
ORD-12985,Vasudha Saini,Fashion,21438.17,1,4,0.261,396,0,0,1,0,0.416,0
ORD-12986,Ojas Mahal,Electronics,441.81,0,6,0.228,162,0,0,0,1,0.353,0
ORD-12987,Bimala Bath,Mobiles,8183.19,0,12,0.302,54,0,0,0,0,0.305,1
ORD-12988,Ranveer Rao,Fitness,4288.47,0,5,0.008,727,0,0,1,1,0.502,1
ORD-12989,Yochana Borde,Fashion,4765.12,0,8,0.125,46,0,0,0,1,0.203,0
ORD-12990,Raksha Upadhyay,Home & Kitchen,3298.95,0,9,0.195,219,0,0,0,0,0.218,1
ORD-12991,Madhavi Rattan,Electronics,4160.29,0,16,0.305,461,0,0,0,0,0.193,0
ORD-12992,Samuel Gour,Home & Kitchen,7195.08,1,12,0.295,509,0,0,0,0,0.209,0
ORD-12993,Nathaniel Kamdar,Fitness,3783.79,1,7,0.461,265,0,0,0,0,0.217,0
ORD-12994,Yochana Shah,Fashion,4049.42,1,5,0.235,23,0,0,0,0,0.52,0
ORD-12995,Chavvi Kannan,Electronics,2887.07,1,25,0.381,12,0,0,0,0,0.197,1
ORD-12996,Amrita Dani,Electronics,5007.86,0,30,0.392,236,0,0,0,1,0.279,0
ORD-12997,Udarsh Bath,Electronics,3378.9,0,4,0.304,105,1,0,0,0,0.422,1
ORD-12998,Bishakha Baral,Electronics,2206.73,1,16,0.273,243,0,0,0,0,0.486,0
ORD-12999,Arunima Deol,Fashion,7985.36,0,30,0.504,308,1,0,1,0,0.362,0
ORD-13000,Charan Kothari,Home & Kitchen,12197.83,0,8,0.126,266,0,0,0,1,0.086,0
ORD-13001,Jack Agarwal,Mobiles,12155.58,1,17,0.246,374,0,0,1,0,0.406,1
ORD-13002,Jyoti Nair,Mobiles,6451.14,1,8,0.196,90,0,0,0,0,0.447,0
ORD-13003,Aishani Deol,Electronics,8182.6,1,13,0.331,150,0,0,0,0,0.43,1
ORD-13004,Chaitaly Nair,Beauty,3547.06,0,16,0.186,203,0,0,0,1,0.131,0
ORD-13005,Advaith Parekh,Beauty,3800.71,0,4,0.031,633,0,0,0,1,0.51,0
ORD-13006,Ati Goda,Home & Kitchen,1216.17,1,5,0.343,100,1,1,1,0,0.333,0
ORD-13007,Amol Yogi,Electronics,15166.4,0,22,0.193,171,0,0,0,1,0.318,0
ORD-13008,Lavanya Kurian,Electronics,4162.33,0,13,0.424,415,0,0,0,0,0.356,0
ORD-13009,Riya Kannan,Electronics,6591.9,0,13,0.505,71,0,1,0,0,0.652,1
ORD-13010,Amruta Jani,Fashion,14934.7,0,10,0.164,199,0,1,0,0,0.29,1
ORD-13011,Nachiket Sehgal,Mobiles,3350.6,1,12,0.303,231,0,0,0,0,0.311,0
ORD-13012,Radha Pillay,Electronics,6269.2,1,6,0.166,388,0,0,0,0,0.226,1
ORD-13013,Varenya Chander,Fitness,5428.21,0,8,0.257,137,1,0,0,0,0.36,0
ORD-13014,Pratyush Sharaf,Mobiles,6947.78,1,16,0.377,151,0,0,0,1,0.286,0
ORD-13015,Patrick Gulati,Fashion,2634.28,0,7,0.066,657,0,0,0,0,0.286,0
ORD-13016,Pranit Manda,Fashion,1231.75,0,12,0.59,315,1,0,0,1,0.458,0
ORD-13017,Dayita Gaba,Home & Kitchen,8456.13,0,7,0.128,488,0,0,0,1,0.725,0
ORD-13018,Meera Guha,Home & Kitchen,7347.29,0,9,0.274,219,0,0,1,0,0.369,0
ORD-13019,Luke Bora,Fitness,2264.23,0,6,0.312,177,1,0,0,0,0.489,1
ORD-13020,Yatan Sha,Mobiles,10289.62,1,12,0.272,31,0,0,0,0,0.315,0
ORD-13021,Harish Vyas,Home & Kitchen,1893.22,0,16,0.052,102,0,0,0,1,0.193,0
ORD-13022,Advik Chaudhry,Beauty,3905.17,0,7,0.437,176,0,0,0,0,0.469,0
ORD-13023,Leena Bail,Electronics,8699.58,1,46,0.204,87,0,0,1,1,0.11,0
ORD-13024,Agastya Bassi,Mobiles,9521.0,1,15,0.222,326,1,0,0,0,0.39,0
ORD-13025,Yuvraj Chacko,Beauty,1636.85,1,9,0.334,31,0,0,0,1,0.398,0
ORD-13026,Luke Arya,Mobiles,3875.21,0,7,0.151,555,0,0,0,0,0.09,0
ORD-13027,Hitesh Nigam,Fashion,6572.83,0,12,0.181,320,1,0,0,0,0.504,0
ORD-13028,Samaksh Dewan,Beauty,1270.88,0,9,0.117,131,0,0,1,1,0.158,0
ORD-13029,Sachi Gade,Mobiles,2721.21,0,17,0.25,48,0,0,0,1,0.506,1
ORD-13030,Garima Srinivas,Mobiles,2209.91,1,10,0.326,63,0,0,0,0,0.168,0
ORD-13031,Yagnesh Bhalla,Fashion,2758.0,0,1,0.382,259,0,0,0,0,0.15,0
ORD-13032,Jatin Bail,Electronics,9559.53,0,9,0.236,767,0,0,0,1,0.162,0
ORD-13033,Harshil Minhas,Mobiles,9625.6,1,12,0.379,304,0,0,0,0,0.394,1
ORD-13034,Yasti Sagar,Fashion,16566.39,1,24,0.4,310,0,1,0,0,0.288,1
ORD-13035,Aarav Kapur,Fashion,4602.02,1,6,0.457,149,0,0,0,0,0.259,1
ORD-13036,Utkarsh Sane,Home & Kitchen,10520.34,0,18,0.297,552,1,0,0,0,0.174,0
ORD-13037,Manan Pandit,Electronics,3015.05,0,27,0.306,742,0,0,0,1,0.598,1
ORD-13038,Upkaar Rajagopalan,Mobiles,9204.76,0,8,0.3,54,0,0,0,0,0.226,1
ORD-13039,Vyanjana Gara,Fashion,3007.8,0,22,0.258,368,0,0,1,0,0.571,1
ORD-13040,Udarsh Chaudry,Home & Kitchen,4349.81,0,17,0.316,428,1,0,0,1,0.243,1
ORD-13041,Ishanvi Bose,Mobiles,2392.82,0,7,0.163,223,0,0,0,1,0.402,0
ORD-13042,Jagat Patel,Beauty,1476.63,0,8,0.125,244,0,0,0,0,0.389,0
ORD-13043,Caleb Dora,Electronics,1205.55,1,18,0.324,459,0,0,0,0,0.657,0
ORD-13044,Priya Wali,Electronics,5490.27,1,4,0.329,824,1,0,0,0,0.177,0
ORD-13045,Pratyush Sandal,Fitness,2295.15,1,3,0.238,10,0,0,1,0,0.303,0
ORD-13046,Charvi Mangat,Electronics,2414.17,1,13,0.227,392,0,0,0,0,0.491,1
ORD-13047,Hemang Madan,Beauty,1676.75,1,9,0.286,410,0,0,1,0,0.357,0
ORD-13048,Jyoti Lanka,Fashion,3148.03,1,11,0.237,130,1,0,0,0,0.425,1
ORD-13049,Aarnav Dixit,Mobiles,6828.95,0,14,0.352,74,1,0,0,1,0.385,1
ORD-13050,Ekaja Divan,Beauty,9690.82,1,8,0.051,116,1,0,0,1,0.227,0
ORD-13051,Sanya Sridhar,Fashion,1434.92,1,5,0.258,117,0,0,1,0,0.277,1
ORD-13052,Isaiah Sane,Mobiles,6572.99,0,6,0.377,381,0,0,0,0,0.522,0
ORD-13053,Maanav Chana,Fitness,10988.1,0,13,0.195,410,0,0,0,1,0.194,0
ORD-13054,Joshua Gopal,Beauty,3350.45,0,6,0.226,698,0,0,0,1,0.265,0
ORD-13055,Ira Nagar,Electronics,2976.42,0,25,0.542,53,2,0,0,1,0.347,1
ORD-13056,Panini Srivastava,Electronics,3560.64,1,10,0.405,20,1,1,0,0,0.446,1
ORD-13057,Gauri Devi,Beauty,12619.93,1,11,0.238,64,2,0,0,0,0.183,0
ORD-13058,Leela Sahota,Mobiles,8298.49,0,25,0.284,122,0,1,0,0,0.173,0
ORD-13059,Waida Walia,Fashion,2850.65,0,11,0.541,120,2,0,0,0,0.226,1
ORD-13060,Leena Chacko,Electronics,6846.75,0,22,0.285,20,0,0,0,1,0.217,0
ORD-13061,Theodore Chahal,Fashion,5327.81,1,9,0.175,301,1,0,0,1,0.189,1
ORD-13062,Janaki Agate,Mobiles,1529.26,0,13,0.645,97,0,0,0,0,0.292,0
ORD-13063,Anay Patil,Electronics,6353.07,0,9,0.542,70,0,0,0,1,0.412,1
ORD-13064,Kiaan Choudhary,Electronics,9731.2,0,9,0.116,276,0,0,0,1,0.217,0
ORD-13065,Ikshita Patel,Beauty,4515.43,1,17,0.242,142,2,0,0,1,0.411,1
ORD-13066,Chaitaly Sharma,Fitness,12441.86,0,12,0.0,132,0,0,0,0,0.351,0
ORD-13067,Oviya Kibe,Electronics,7570.99,0,9,0.094,114,0,0,0,0,0.315,0
ORD-13068,Udarsh Bhalla,Home & Kitchen,4665.68,0,25,0.246,37,1,0,0,0,0.302,0
ORD-13069,Jacob Dhar,Fitness,1035.68,0,18,0.097,57,1,0,0,0,0.354,0
ORD-13070,Atharv Samra,Beauty,6788.77,1,11,0.073,521,0,0,0,0,0.22,0
ORD-13071,Chatura Cherian,Electronics,2379.96,0,19,0.15,30,0,0,0,0,0.304,0
ORD-13072,Vansha Dugar,Electronics,3955.92,0,9,0.205,227,0,0,0,0,0.11,0
ORD-13073,Manan Pau,Fashion,2486.64,1,4,0.493,329,0,0,0,1,0.473,1
ORD-13074,Farhan Konda,Home & Kitchen,1974.76,0,11,0.369,541,1,0,1,0,0.295,1
ORD-13075,Advik Saha,Fashion,9822.7,0,9,0.247,471,0,0,0,0,0.193,0
ORD-13076,Qabil Singhal,Electronics,7927.38,0,11,0.166,87,0,0,1,0,0.554,0
ORD-13077,Chandani Singhal,Beauty,1602.28,0,6,0.192,287,0,0,0,0,0.179,0
ORD-13078,Geetika Sawhney,Fitness,2119.68,1,8,0.377,600,1,0,0,0,0.297,0
ORD-13079,Bhavini Choudhry,Fitness,4038.08,1,20,0.069,60,0,0,0,0,0.555,0
ORD-13080,Darpan Balay,Mobiles,5525.18,1,8,0.208,13,0,0,0,0,0.129,0
ORD-13081,Yahvi Dyal,Fashion,2168.38,1,20,0.451,37,0,0,0,1,0.359,1
ORD-13082,Meghana Sampath,Electronics,3058.29,0,20,0.196,207,0,0,0,1,0.274,0
ORD-13083,Aarna Thaker,Home & Kitchen,1802.72,0,10,0.181,274,0,0,1,0,0.188,0
ORD-13084,Utkarsh Sampath,Electronics,2573.34,0,17,0.472,298,0,1,0,0,0.168,0
ORD-13085,Anita Chanda,Fashion,7839.94,0,11,0.258,242,1,0,1,0,0.525,0
ORD-13086,Jeremiah Kakar,Fitness,6352.99,0,7,0.5,160,0,0,0,0,0.358,1
ORD-13087,Daksh Kanda,Fashion,8089.16,1,19,0.272,199,0,0,0,0,0.509,1
ORD-13088,Qarin Brahmbhatt,Fitness,6575.12,0,2,0.218,174,0,0,0,1,0.183,0
ORD-13089,Vansha Munshi,Fashion,7870.27,1,5,0.385,214,1,0,0,0,0.433,1
ORD-13090,Lajita Gala,Beauty,6007.41,1,17,0.321,147,0,0,0,0,0.563,1
ORD-13091,Kamya Samra,Fashion,9643.81,0,12,0.376,29,1,0,0,0,0.192,0
ORD-13092,Anamika Chopra,Fashion,3263.21,1,22,0.286,7,0,0,0,1,0.087,1
ORD-13093,Faras Patil,Fashion,4090.42,1,5,0.374,87,1,0,0,1,0.184,0
ORD-13094,Ayaan Khatri,Electronics,10062.11,0,27,0.401,67,0,0,0,0,0.532,1
ORD-13095,Nicholas Chhabra,Mobiles,10186.26,0,11,0.426,108,0,0,0,1,0.587,1
ORD-13096,Siddharth Apte,Home & Kitchen,7843.87,1,21,0.594,28,0,0,0,0,0.217,1
ORD-13097,Raghav Jaggi,Beauty,7947.96,1,33,0.357,352,1,0,0,1,0.52,1
ORD-13098,Wridesh Luthra,Mobiles,1773.65,0,9,0.329,45,1,0,1,1,0.709,1
ORD-13099,Chaitanya Sule,Beauty,5999.27,0,13,0.109,1033,0,0,0,0,0.325,0
ORD-13100,Chanakya Murty,Home & Kitchen,6952.26,1,7,0.43,333,1,0,0,1,0.283,1
ORD-13101,Dayamai Anand,Beauty,2315.12,1,7,0.142,343,0,0,0,0,0.35,0
ORD-13102,Barkha Rao,Fashion,6696.6,0,5,0.117,39,0,0,0,0,0.267,1
ORD-13103,Divya Raman,Electronics,4759.49,0,10,0.025,106,0,0,0,1,0.341,1
ORD-13104,Kai Chatterjee,Beauty,6327.07,0,18,0.182,30,0,0,1,1,0.238,0
ORD-13105,Nikita Thakur,Fashion,6682.08,0,9,0.303,585,0,0,0,1,0.389,0
ORD-13106,Yadavi Doctor,Home & Kitchen,3208.19,0,8,0.307,106,0,0,0,0,0.545,1
ORD-13107,Lavanya Sood,Fashion,8919.47,1,21,0.313,402,0,0,0,1,0.209,0
ORD-13108,Bina Edwin,Home & Kitchen,7937.75,0,9,0.196,22,0,0,0,0,0.183,1
ORD-13109,Ubika Brar,Mobiles,2340.92,1,21,0.348,68,0,0,0,1,0.626,0
ORD-13110,Vincent Kale,Home & Kitchen,3133.12,0,23,0.356,239,1,1,0,0,0.42,1
ORD-13111,Naveen Thaker,Fitness,3914.26,0,7,0.127,231,0,0,0,0,0.354,0
ORD-13112,Sara Deep,Electronics,9836.16,0,11,0.312,194,0,0,0,1,0.323,0
ORD-13113,Bina Parsa,Mobiles,4328.78,1,10,0.518,683,1,0,0,1,0.49,1
ORD-13114,Balveer Ram,Mobiles,12276.72,1,26,0.147,182,0,0,0,0,0.045,0
ORD-13115,Sathvik Borde,Mobiles,3324.67,1,15,0.158,302,0,0,0,0,0.1,0
ORD-13116,Widisha Chatterjee,Home & Kitchen,4655.78,0,11,0.149,239,0,0,0,0,0.09,0
ORD-13117,Luke More,Fashion,1773.77,1,19,0.616,175,0,0,0,0,0.433,1
ORD-13118,Wishi Chandra,Home & Kitchen,7106.56,1,1,0.21,313,1,0,0,0,0.279,1
ORD-13119,Dipta Gara,Fashion,10987.33,0,13,0.325,205,0,0,0,1,0.207,1
ORD-13120,Neel Bir,Fashion,5510.09,1,16,0.148,56,0,0,1,0,0.299,1
ORD-13121,Januja Pandit,Fashion,3931.08,1,4,0.415,28,1,0,0,0,0.23,1
ORD-13122,Ekavir Gola,Electronics,7514.87,1,7,0.284,41,0,0,0,0,0.377,1
ORD-13123,Aarna Solanki,Beauty,3771.39,0,4,0.093,45,1,0,0,0,0.328,0
ORD-13124,Riya Dey,Electronics,2252.02,1,4,0.585,154,0,0,0,0,0.325,1
ORD-13125,Vinaya Baral,Fitness,8937.41,1,7,0.221,54,1,0,0,1,0.077,0
ORD-13126,Bhavini Rattan,Home & Kitchen,5932.65,1,13,0.105,190,0,0,0,0,0.263,0
ORD-13127,Kai Sastry,Electronics,10357.54,1,10,0.68,641,2,0,0,0,0.418,1
ORD-13128,Yauvani Murthy,Beauty,3668.25,1,5,0.605,27,1,0,1,0,0.442,1
ORD-13129,Fiyaz Sachdev,Fashion,7339.23,1,14,0.353,58,0,0,0,0,0.446,1
ORD-13130,Adya Basak,Home & Kitchen,8224.98,0,13,0.366,394,0,0,0,0,0.295,0
ORD-13131,Yash Anand,Electronics,2778.12,0,22,0.076,660,0,0,0,0,0.18,0
ORD-13132,Henry Mannan,Mobiles,16662.9,0,15,0.189,336,0,0,0,0,0.243,1
ORD-13133,Nathan Rastogi,Beauty,4726.15,0,12,0.108,320,0,1,0,1,0.187,1
ORD-13134,Udant Rama,Home & Kitchen,4352.83,0,10,0.015,82,0,0,0,0,0.365,0
ORD-13135,Girik Palla,Fashion,5664.99,0,12,0.139,15,0,0,0,0,0.53,1
ORD-13136,Upadhriti Warrior,Fitness,2881.83,0,8,0.081,413,0,0,0,0,0.535,0
ORD-13137,Ikbal Chada,Mobiles,3192.61,0,17,0.437,10,0,0,0,0,0.23,1
ORD-13138,Hritik Ranganathan,Fitness,12103.25,0,14,0.244,151,0,0,0,1,0.343,0
ORD-13139,Ryan Ratti,Beauty,4678.99,1,17,0.13,10,0,0,0,0,0.288,0
ORD-13140,Dhruv Nadig,Home & Kitchen,2204.98,1,10,0.317,28,2,0,0,0,0.36,0
ORD-13141,Vedika Kala,Fashion,2611.2,0,18,0.48,71,0,0,0,0,0.188,0
ORD-13142,Ishwar Mallick,Mobiles,4650.8,1,12,0.296,344,0,0,0,0,0.335,0
ORD-13143,Balvan Dugal,Home & Kitchen,5340.44,0,6,0.111,426,0,0,0,0,0.166,0
ORD-13144,Madhav Kala,Fitness,9370.47,0,9,0.499,38,0,0,0,1,0.326,1
ORD-13145,Azad Rai,Fashion,1731.98,0,12,0.244,249,0,0,0,0,0.289,0
ORD-13146,Janaki Sani,Beauty,10071.68,0,15,0.333,27,1,0,0,0,0.23,1
ORD-13147,Tanay Bhagat,Fashion,4862.46,0,8,0.23,44,1,0,0,0,0.344,1
ORD-13148,Arin Sampath,Fitness,3301.39,0,13,0.429,777,1,0,1,1,0.323,1
ORD-13149,Zayyan Goda,Mobiles,8199.53,0,23,0.38,428,0,0,0,0,0.47,0
ORD-13150,Lucky Biswas,Mobiles,1335.52,1,13,0.299,47,0,0,0,0,0.348,0
ORD-13151,Nidhi Bumb,Home & Kitchen,12540.71,0,9,0.211,148,0,0,0,0,0.17,1
ORD-13152,Siya Saini,Electronics,1702.39,0,13,0.163,50,0,0,0,1,0.419,0
ORD-13153,Aashi Gour,Electronics,3555.01,0,5,0.384,17,0,0,0,0,0.211,0
ORD-13154,George Sangha,Fitness,3747.37,0,25,0.218,91,0,0,0,1,0.303,0
ORD-13155,Chameli Gala,Electronics,2822.72,0,11,0.511,84,1,1,0,0,0.226,1
ORD-13156,Ikshita Saini,Mobiles,2694.39,0,5,0.392,190,0,0,0,0,0.374,0
ORD-13157,Vaishnavi Wason,Fashion,4134.61,1,15,0.355,311,0,0,1,1,0.23,1
ORD-13158,Rajeshri Pant,Mobiles,2604.67,0,3,0.132,247,0,0,0,1,0.103,0
ORD-13159,Advaith Issac,Mobiles,3967.47,1,5,0.373,35,0,0,0,1,0.477,1
ORD-13160,Maanav Naik,Home & Kitchen,4450.59,0,8,0.588,7,2,0,0,0,0.309,0
ORD-13161,Akshay Dora,Electronics,1572.98,0,7,0.135,6,0,0,0,0,0.152,0
ORD-13162,Manbir Tata,Fashion,7979.42,0,20,0.339,718,0,0,0,0,0.402,0
ORD-13163,Ishaan Ray,Mobiles,14295.95,0,5,0.432,4,0,0,0,0,0.286,0
ORD-13164,Aarush Seshadri,Fashion,8064.39,0,6,0.269,305,0,0,0,1,0.194,0
ORD-13165,Shivani Chatterjee,Electronics,8248.41,1,24,0.344,214,0,0,1,1,0.171,1
ORD-13166,Tejas Guha,Home & Kitchen,14552.9,1,29,0.329,346,0,0,0,1,0.277,1
ORD-13167,Ojas Purohit,Fashion,3658.53,0,8,0.609,7,0,0,0,0,0.497,1
ORD-13168,Ijaya Kadakia,Electronics,4458.09,0,20,0.096,125,0,0,0,0,0.157,0
